X,CH1,
Second,Volt,
7.31000e-07,1.26e-01,
7.32000e-07,1.22e-01,
7.33000e-07,1.17e-01,
7.34000e-07,1.17e-01,
7.35000e-07,1.14e-01,
7.36000e-07,1.14e-01,
7.37000e-07,1.17e-01,
7.38000e-07,1.24e-01,
7.39000e-07,1.22e-01,
7.40000e-07,1.19e-01,
7.41000e-07,1.12e-01,
7.42000e-07,1.07e-01,
7.43000e-07,1.02e-01,
7.44000e-07,1.02e-01,
7.45000e-07,1.02e-01,
7.46000e-07,1.02e-01,
7.47000e-07,1.04e-01,
7.48000e-07,1.04e-01,
7.49000e-07,9.92e-02,
7.50000e-07,8.92e-02,
7.51000e-07,7.68e-02,
7.52000e-07,6.69e-02,
7.53000e-07,5.95e-02,
7.54000e-07,5.95e-02,
7.55000e-07,5.95e-02,
7.56000e-07,6.44e-02,
7.57000e-07,6.44e-02,
7.58000e-07,6.44e-02,
7.59000e-07,4.71e-02,
7.60000e-07,3.72e-02,
7.61000e-07,1.98e-02,
7.62000e-07,2.48e-03,
7.63000e-07,-7.44e-03,
7.64000e-07,-7.44e-03,
7.65000e-07,-4.96e-03,
7.66000e-07,0.00e+00,
7.67000e-07,-2.48e-03,
7.68000e-07,-9.92e-03,
7.69000e-07,-2.23e-02,
7.70000e-07,-3.47e-02,
7.71000e-07,-5.70e-02,
7.72000e-07,-6.94e-02,
7.73000e-07,-7.68e-02,
7.74000e-07,-7.68e-02,
7.75000e-07,-7.19e-02,
7.76000e-07,-6.69e-02,
7.77000e-07,-6.44e-02,
7.78000e-07,-7.19e-02,
7.79000e-07,-8.43e-02,
7.80000e-07,-1.02e-01,
7.81000e-07,-1.14e-01,
7.82000e-07,-1.36e-01,
7.83000e-07,-1.39e-01,
7.84000e-07,-1.29e-01,
7.85000e-07,-1.24e-01,
7.86000e-07,-1.09e-01,
7.87000e-07,-1.07e-01,
7.88000e-07,-1.07e-01,
7.89000e-07,-1.19e-01,
7.90000e-07,-1.34e-01,
7.91000e-07,-1.54e-01,
7.92000e-07,-1.69e-01,
7.93000e-07,-1.69e-01,
7.94000e-07,-1.61e-01,
7.95000e-07,-1.46e-01,
7.96000e-07,-1.31e-01,
7.97000e-07,-1.19e-01,
7.98000e-07,-1.22e-01,
7.99000e-07,-1.29e-01,
8.00000e-07,-1.44e-01,
8.01000e-07,-1.59e-01,
8.02000e-07,-1.69e-01,
8.03000e-07,-1.69e-01,
8.04000e-07,-1.59e-01,
8.05000e-07,-1.41e-01,
8.06000e-07,-1.24e-01,
8.07000e-07,-1.09e-01,
8.08000e-07,-1.07e-01,
8.09000e-07,-1.12e-01,
8.10000e-07,-1.19e-01,
8.11000e-07,-1.29e-01,
8.12000e-07,-1.39e-01,
8.13000e-07,-1.34e-01,
8.14000e-07,-1.22e-01,
8.15000e-07,-1.02e-01,
8.16000e-07,-7.93e-02,
8.17000e-07,-6.69e-02,
8.18000e-07,-6.20e-02,
8.19000e-07,-6.94e-02,
8.20000e-07,-7.19e-02,
8.21000e-07,-8.18e-02,
8.22000e-07,-8.68e-02,
8.23000e-07,-7.19e-02,
8.24000e-07,-5.95e-02,
8.25000e-07,-4.22e-02,
8.26000e-07,-2.48e-02,
8.27000e-07,-1.74e-02,
8.28000e-07,-1.24e-02,
8.29000e-07,-1.98e-02,
8.30000e-07,-2.48e-02,
8.31000e-07,-3.22e-02,
8.32000e-07,-2.73e-02,
8.33000e-07,-1.74e-02,
8.34000e-07,-2.48e-03,
8.35000e-07,1.49e-02,
8.36000e-07,2.73e-02,
8.37000e-07,3.22e-02,
8.38000e-07,3.47e-02,
8.39000e-07,2.48e-02,
8.40000e-07,2.23e-02,
8.41000e-07,1.98e-02,
8.42000e-07,1.98e-02,
8.43000e-07,2.73e-02,
8.44000e-07,3.97e-02,
8.45000e-07,4.96e-02,
8.46000e-07,5.70e-02,
8.47000e-07,5.70e-02,
8.48000e-07,5.21e-02,
8.49000e-07,4.22e-02,
8.50000e-07,3.97e-02,
8.51000e-07,4.22e-02,
8.52000e-07,4.96e-02,
8.53000e-07,5.70e-02,
8.54000e-07,6.69e-02,
8.55000e-07,6.69e-02,
8.56000e-07,6.44e-02,
8.57000e-07,5.46e-02,
8.58000e-07,4.46e-02,
8.59000e-07,3.22e-02,
8.60000e-07,2.98e-02,
8.61000e-07,2.98e-02,
8.62000e-07,3.72e-02,
8.63000e-07,4.46e-02,
8.64000e-07,5.21e-02,
8.65000e-07,4.96e-02,
8.66000e-07,4.46e-02,
8.67000e-07,2.73e-02,
8.68000e-07,1.49e-02,
8.69000e-07,-2.48e-03,
8.70000e-07,-9.92e-03,
8.71000e-07,-7.44e-03,
8.72000e-07,-2.48e-03,
8.73000e-07,7.44e-03,
8.74000e-07,9.92e-03,
8.75000e-07,0.00e+00,
8.76000e-07,-9.92e-03,
8.77000e-07,-2.73e-02,
8.78000e-07,-4.96e-02,
8.79000e-07,-6.44e-02,
8.80000e-07,-6.94e-02,
8.81000e-07,-7.19e-02,
8.82000e-07,-6.69e-02,
8.83000e-07,-6.20e-02,
8.84000e-07,-5.95e-02,
8.85000e-07,-6.44e-02,
8.86000e-07,-7.44e-02,
8.87000e-07,-8.92e-02,
8.88000e-07,-9.92e-02,
8.89000e-07,-1.09e-01,
8.90000e-07,-1.09e-01,
8.91000e-07,-1.07e-01,
8.92000e-07,-1.07e-01,
8.93000e-07,-9.67e-02,
8.94000e-07,-9.17e-02,
8.95000e-07,-9.92e-02,
8.96000e-07,-1.04e-01,
8.97000e-07,-1.12e-01,
8.98000e-07,-1.22e-01,
8.99000e-07,-1.24e-01,
9.00000e-07,-1.19e-01,
9.01000e-07,-1.12e-01,
9.02000e-07,-1.07e-01,
9.03000e-07,-9.92e-02,
9.04000e-07,-9.92e-02,
9.05000e-07,-1.07e-01,
9.06000e-07,-1.17e-01,
9.07000e-07,-1.24e-01,
9.08000e-07,-1.29e-01,
9.09000e-07,-1.26e-01,
9.10000e-07,-1.19e-01,
9.11000e-07,-1.04e-01,
9.12000e-07,-9.92e-02,
9.13000e-07,-8.92e-02,
9.14000e-07,-8.92e-02,
9.15000e-07,-9.67e-02,
9.16000e-07,-1.07e-01,
9.17000e-07,-1.12e-01,
9.18000e-07,-1.14e-01,
9.19000e-07,-1.07e-01,
9.20000e-07,-8.92e-02,
9.21000e-07,-6.69e-02,
9.22000e-07,-4.71e-02,
9.23000e-07,-3.72e-02,
9.24000e-07,-3.72e-02,
9.25000e-07,-3.97e-02,
9.26000e-07,-4.96e-02,
9.27000e-07,-4.96e-02,
9.28000e-07,-4.46e-02,
9.29000e-07,-3.22e-02,
9.30000e-07,-7.44e-03,
9.31000e-07,1.74e-02,
9.32000e-07,3.47e-02,
9.33000e-07,4.46e-02,
9.34000e-07,4.46e-02,
9.35000e-07,3.47e-02,
9.36000e-07,2.73e-02,
9.37000e-07,2.23e-02,
9.38000e-07,2.98e-02,
9.39000e-07,3.72e-02,
9.40000e-07,6.44e-02,
9.41000e-07,8.43e-02,
9.42000e-07,9.92e-02,
9.43000e-07,1.07e-01,
9.44000e-07,1.07e-01,
9.45000e-07,9.92e-02,
9.46000e-07,8.92e-02,
9.47000e-07,8.68e-02,
9.48000e-07,9.17e-02,
9.49000e-07,1.04e-01,
9.50000e-07,1.29e-01,
9.51000e-07,1.49e-01,
9.52000e-07,1.66e-01,
9.53000e-07,1.71e-01,
9.54000e-07,1.69e-01,
9.55000e-07,1.56e-01,
9.56000e-07,1.51e-01,
9.57000e-07,1.46e-01,
9.58000e-07,1.59e-01,
9.59000e-07,1.71e-01,
9.60000e-07,1.91e-01,
9.61000e-07,2.06e-01,
9.62000e-07,2.13e-01,
9.63000e-07,2.11e-01,
9.64000e-07,2.01e-01,
9.65000e-07,1.88e-01,
9.66000e-07,1.79e-01,
9.67000e-07,1.74e-01,
9.68000e-07,1.79e-01,
9.69000e-07,1.84e-01,
9.70000e-07,1.96e-01,
9.71000e-07,2.03e-01,
9.72000e-07,2.03e-01,
9.73000e-07,1.96e-01,
9.74000e-07,1.84e-01,
9.75000e-07,1.71e-01,
9.76000e-07,1.61e-01,
9.77000e-07,1.54e-01,
9.78000e-07,1.59e-01,
9.79000e-07,1.59e-01,
9.80000e-07,1.69e-01,
9.81000e-07,1.71e-01,
9.82000e-07,1.66e-01,
9.83000e-07,1.56e-01,
9.84000e-07,1.44e-01,
9.85000e-07,1.31e-01,
9.86000e-07,1.24e-01,
9.87000e-07,1.17e-01,
9.88000e-07,1.22e-01,
9.89000e-07,1.22e-01,
9.90000e-07,1.29e-01,
9.91000e-07,1.24e-01,
9.92000e-07,1.14e-01,
9.93000e-07,9.92e-02,
9.94000e-07,8.18e-02,
9.95000e-07,6.69e-02,
9.96000e-07,5.95e-02,
9.97000e-07,5.70e-02,
9.98000e-07,5.95e-02,
9.99000e-07,5.70e-02,
1.00000e-06,5.95e-02,
1.00100e-06,5.21e-02,
1.00200e-06,3.97e-02,
1.00300e-06,2.23e-02,
1.00400e-06,4.96e-03,
1.00500e-06,-9.92e-03,
1.00600e-06,-1.74e-02,
1.00700e-06,-1.74e-02,
1.00800e-06,-1.74e-02,
1.00900e-06,-1.49e-02,
1.01000e-06,-1.24e-02,
1.01100e-06,-1.98e-02,
1.01200e-06,-3.47e-02,
1.01300e-06,-4.96e-02,
1.01400e-06,-6.20e-02,
1.01500e-06,-7.44e-02,
1.01600e-06,-8.18e-02,
1.01700e-06,-8.43e-02,
1.01800e-06,-8.18e-02,
1.01900e-06,-7.93e-02,
1.02000e-06,-7.44e-02,
1.02100e-06,-7.93e-02,
1.02200e-06,-9.42e-02,
1.02300e-06,-1.07e-01,
1.02400e-06,-1.17e-01,
1.02500e-06,-1.26e-01,
1.02600e-06,-1.29e-01,
1.02700e-06,-1.24e-01,
1.02800e-06,-1.22e-01,
1.02900e-06,-1.17e-01,
1.03000e-06,-1.12e-01,
1.03100e-06,-1.14e-01,
1.03200e-06,-1.26e-01,
1.03300e-06,-1.36e-01,
1.03400e-06,-1.44e-01,
1.03500e-06,-1.51e-01,
1.03600e-06,-1.49e-01,
1.03700e-06,-1.41e-01,
1.03800e-06,-1.26e-01,
1.03900e-06,-1.22e-01,
1.04000e-06,-1.14e-01,
1.04100e-06,-1.14e-01,
1.04200e-06,-1.24e-01,
1.04300e-06,-1.29e-01,
1.04400e-06,-1.29e-01,
1.04500e-06,-1.29e-01,
1.04600e-06,-1.22e-01,
1.04700e-06,-1.09e-01,
1.04800e-06,-9.67e-02,
1.04900e-06,-8.92e-02,
1.05000e-06,-7.93e-02,
1.05100e-06,-7.93e-02,
1.05200e-06,-8.68e-02,
1.05300e-06,-8.68e-02,
1.05400e-06,-8.68e-02,
1.05500e-06,-7.93e-02,
1.05600e-06,-7.19e-02,
1.05700e-06,-5.95e-02,
1.05800e-06,-4.71e-02,
1.05900e-06,-4.22e-02,
1.06000e-06,-3.72e-02,
1.06100e-06,-3.97e-02,
1.06200e-06,-4.46e-02,
1.06300e-06,-4.46e-02,
1.06400e-06,-4.22e-02,
1.06500e-06,-3.22e-02,
1.06600e-06,-1.74e-02,
1.06700e-06,-9.92e-03,
1.06800e-06,2.48e-03,
1.06900e-06,7.44e-03,
1.07000e-06,1.49e-02,
1.07100e-06,9.92e-03,
1.07200e-06,7.44e-03,
1.07300e-06,7.44e-03,
1.07400e-06,1.49e-02,
1.07500e-06,2.48e-02,
1.07600e-06,4.22e-02,
1.07700e-06,4.96e-02,
1.07800e-06,5.95e-02,
1.07900e-06,5.70e-02,
1.08000e-06,5.95e-02,
1.08100e-06,5.70e-02,
1.08200e-06,5.46e-02,
1.08300e-06,5.46e-02,
1.08400e-06,6.20e-02,
1.08500e-06,6.69e-02,
1.08600e-06,7.44e-02,
1.08700e-06,7.93e-02,
1.08800e-06,7.93e-02,
1.08900e-06,7.19e-02,
1.09000e-06,6.69e-02,
1.09100e-06,5.95e-02,
1.09200e-06,5.70e-02,
1.09300e-06,5.70e-02,
1.09400e-06,6.44e-02,
1.09500e-06,6.69e-02,
1.09600e-06,6.94e-02,
1.09700e-06,6.69e-02,
1.09800e-06,6.44e-02,
1.09900e-06,4.96e-02,
1.10000e-06,4.22e-02,
1.10100e-06,3.47e-02,
1.10200e-06,2.73e-02,
1.10300e-06,3.22e-02,
1.10400e-06,3.97e-02,
1.10500e-06,4.46e-02,
1.10600e-06,5.21e-02,
1.10700e-06,4.46e-02,
1.10800e-06,3.72e-02,
1.10900e-06,1.74e-02,
1.11000e-06,4.96e-03,
1.11100e-06,-4.96e-03,
1.11200e-06,-4.96e-03,
1.11300e-06,0.00e+00,
1.11400e-06,7.44e-03,
1.11500e-06,9.92e-03,
1.11600e-06,9.92e-03,
1.11700e-06,-2.48e-03,
1.11800e-06,-1.74e-02,
1.11900e-06,-4.22e-02,
1.12000e-06,-5.70e-02,
1.12100e-06,-6.94e-02,
1.12200e-06,-7.44e-02,
1.12300e-06,-6.69e-02,
1.12400e-06,-5.95e-02,
1.12500e-06,-5.46e-02,
1.12600e-06,-5.70e-02,
1.12700e-06,-6.44e-02,
1.12800e-06,-8.43e-02,
1.12900e-06,-1.04e-01,
1.13000e-06,-1.19e-01,
1.13100e-06,-1.29e-01,
1.13200e-06,-1.29e-01,
1.13300e-06,-1.19e-01,
1.13400e-06,-1.04e-01,
1.13500e-06,-9.42e-02,
1.13600e-06,-9.17e-02,
1.13700e-06,-9.67e-02,
1.13800e-06,-1.12e-01,
1.13900e-06,-1.29e-01,
1.14000e-06,-1.44e-01,
1.14100e-06,-1.51e-01,
1.14200e-06,-1.49e-01,
1.14300e-06,-1.34e-01,
1.14400e-06,-1.19e-01,
1.14500e-06,-1.04e-01,
1.14600e-06,-9.92e-02,
1.14700e-06,-1.02e-01,
1.14800e-06,-1.14e-01,
1.14900e-06,-1.29e-01,
1.15000e-06,-1.41e-01,
1.15100e-06,-1.46e-01,
1.15200e-06,-1.41e-01,
1.15300e-06,-1.26e-01,
1.15400e-06,-1.09e-01,
1.15500e-06,-9.67e-02,
1.15600e-06,-8.68e-02,
1.15700e-06,-9.17e-02,
1.15800e-06,-1.02e-01,
1.15900e-06,-1.14e-01,
1.16000e-06,-1.17e-01,
1.16100e-06,-1.12e-01,
1.16200e-06,-1.07e-01,
1.16300e-06,-8.68e-02,
1.16400e-06,-6.94e-02,
1.16500e-06,-5.46e-02,
1.16600e-06,-4.96e-02,
1.16700e-06,-4.96e-02,
1.16800e-06,-4.96e-02,
1.16900e-06,-5.70e-02,
1.17000e-06,-5.46e-02,
1.17100e-06,-5.21e-02,
1.17200e-06,-4.22e-02,
1.17300e-06,-2.23e-02,
1.17400e-06,-4.96e-03,
1.17500e-06,7.44e-03,
1.17600e-06,1.24e-02,
1.17700e-06,1.24e-02,
1.17800e-06,9.92e-03,
1.17900e-06,4.96e-03,
1.18000e-06,1.24e-02,
1.18100e-06,1.98e-02,
1.18200e-06,3.72e-02,
1.18300e-06,5.21e-02,
1.18400e-06,6.44e-02,
1.18500e-06,6.94e-02,
1.18600e-06,7.19e-02,
1.18700e-06,6.94e-02,
1.18800e-06,6.69e-02,
1.18900e-06,5.95e-02,
1.19000e-06,6.44e-02,
1.19100e-06,7.44e-02,
1.19200e-06,8.68e-02,
1.19300e-06,9.92e-02,
1.19400e-06,1.04e-01,
1.19500e-06,1.04e-01,
1.19600e-06,9.67e-02,
1.19700e-06,8.68e-02,
1.19800e-06,7.93e-02,
1.19900e-06,7.44e-02,
1.20000e-06,8.43e-02,
1.20100e-06,9.42e-02,
1.20200e-06,1.07e-01,
1.20300e-06,1.14e-01,
1.20400e-06,1.14e-01,
1.20500e-06,1.07e-01,
1.20600e-06,9.42e-02,
1.20700e-06,7.93e-02,
1.20800e-06,7.19e-02,
1.20900e-06,6.44e-02,
1.21000e-06,7.19e-02,
1.21100e-06,8.18e-02,
1.21200e-06,9.17e-02,
1.21300e-06,9.42e-02,
1.21400e-06,9.42e-02,
1.21500e-06,7.93e-02,
1.21600e-06,6.44e-02,
1.21700e-06,4.46e-02,
1.21800e-06,3.72e-02,
1.21900e-06,2.73e-02,
1.22000e-06,3.47e-02,
1.22100e-06,4.22e-02,
1.22200e-06,4.96e-02,
1.22300e-06,5.21e-02,
1.22400e-06,4.46e-02,
1.22500e-06,2.48e-02,
1.22600e-06,7.44e-03,
1.22700e-06,-1.24e-02,
1.22800e-06,-2.73e-02,
1.22900e-06,-3.47e-02,
1.23000e-06,-2.98e-02,
1.23100e-06,-1.98e-02,
1.23200e-06,-1.49e-02,
1.23300e-06,-1.49e-02,
1.23400e-06,-1.98e-02,
1.23500e-06,-3.97e-02,
1.23600e-06,-5.95e-02,
1.23700e-06,-7.93e-02,
1.23800e-06,-9.17e-02,
1.23900e-06,-1.02e-01,
1.24000e-06,-9.42e-02,
1.24100e-06,-8.92e-02,
1.24200e-06,-8.68e-02,
1.24300e-06,-8.43e-02,
1.24400e-06,-9.17e-02,
1.24500e-06,-1.09e-01,
1.24600e-06,-1.26e-01,
1.24700e-06,-1.39e-01,
1.24800e-06,-1.49e-01,
1.24900e-06,-1.56e-01,
1.25000e-06,-1.49e-01,
1.25100e-06,-1.46e-01,
1.25200e-06,-1.46e-01,
1.25300e-06,-1.49e-01,
1.25400e-06,-1.59e-01,
1.25500e-06,-1.71e-01,
1.25600e-06,-1.81e-01,
1.25700e-06,-1.91e-01,
1.25800e-06,-1.88e-01,
1.25900e-06,-1.84e-01,
1.26000e-06,-1.71e-01,
1.26100e-06,-1.64e-01,
1.26200e-06,-1.64e-01,
1.26300e-06,-1.69e-01,
1.26400e-06,-1.79e-01,
1.26500e-06,-1.88e-01,
1.26600e-06,-1.96e-01,
1.26700e-06,-1.96e-01,
1.26800e-06,-1.86e-01,
1.26900e-06,-1.76e-01,
1.27000e-06,-1.61e-01,
1.27100e-06,-1.46e-01,
1.27200e-06,-1.46e-01,
1.27300e-06,-1.49e-01,
1.27400e-06,-1.61e-01,
1.27500e-06,-1.69e-01,
1.27600e-06,-1.74e-01,
1.27700e-06,-1.71e-01,
1.27800e-06,-1.56e-01,
1.27900e-06,-1.41e-01,
1.28000e-06,-1.17e-01,
1.28100e-06,-1.02e-01,
1.28200e-06,-1.02e-01,
1.28300e-06,-1.07e-01,
1.28400e-06,-1.14e-01,
1.28500e-06,-1.24e-01,
1.28600e-06,-1.29e-01,
1.28700e-06,-1.22e-01,
1.28800e-06,-1.04e-01,
1.28900e-06,-8.68e-02,
1.29000e-06,-6.20e-02,
1.29100e-06,-4.46e-02,
1.29200e-06,-3.72e-02,
1.29300e-06,-4.22e-02,
1.29400e-06,-4.71e-02,
1.29500e-06,-5.46e-02,
1.29600e-06,-5.70e-02,
1.29700e-06,-4.71e-02,
1.29800e-06,-2.73e-02,
1.29900e-06,0.00e+00,
1.30000e-06,2.73e-02,
1.30100e-06,4.22e-02,
1.30200e-06,4.96e-02,
1.30300e-06,4.22e-02,
1.30400e-06,3.97e-02,
1.30500e-06,2.98e-02,
1.30600e-06,3.22e-02,
1.30700e-06,4.22e-02,
1.30800e-06,6.44e-02,
1.30900e-06,8.18e-02,
1.31000e-06,9.67e-02,
1.31100e-06,1.04e-01,
1.31200e-06,1.04e-01,
1.31300e-06,9.67e-02,
1.31400e-06,8.92e-02,
1.31500e-06,8.43e-02,
1.31600e-06,8.68e-02,
1.31700e-06,9.42e-02,
1.31800e-06,1.14e-01,
1.31900e-06,1.24e-01,
1.32000e-06,1.36e-01,
1.32100e-06,1.44e-01,
1.32200e-06,1.41e-01,
1.32300e-06,1.26e-01,
1.32400e-06,1.22e-01,
1.32500e-06,1.17e-01,
1.32600e-06,1.24e-01,
1.32700e-06,1.34e-01,
1.32800e-06,1.54e-01,
1.32900e-06,1.64e-01,
1.33000e-06,1.71e-01,
1.33100e-06,1.69e-01,
1.33200e-06,1.56e-01,
1.33300e-06,1.41e-01,
1.33400e-06,1.34e-01,
1.33500e-06,1.26e-01,
1.33600e-06,1.31e-01,
1.33700e-06,1.36e-01,
1.33800e-06,1.49e-01,
1.33900e-06,1.54e-01,
1.34000e-06,1.54e-01,
1.34100e-06,1.39e-01,
1.34200e-06,1.22e-01,
1.34300e-06,1.04e-01,
1.34400e-06,9.42e-02,
1.34500e-06,8.68e-02,
1.34600e-06,9.17e-02,
1.34700e-06,9.67e-02,
1.34800e-06,1.07e-01,
1.34900e-06,1.04e-01,
1.35000e-06,9.67e-02,
1.35100e-06,8.43e-02,
1.35200e-06,6.69e-02,
1.35300e-06,4.71e-02,
1.35400e-06,3.72e-02,
1.35500e-06,3.47e-02,
1.35600e-06,4.22e-02,
1.35700e-06,5.21e-02,
1.35800e-06,5.95e-02,
1.35900e-06,5.70e-02,
1.36000e-06,4.96e-02,
1.36100e-06,3.47e-02,
1.36200e-06,1.49e-02,
1.36300e-06,-2.48e-03,
1.36400e-06,-7.44e-03,
1.36500e-06,-9.92e-03,
1.36600e-06,-4.96e-03,
1.36700e-06,2.48e-03,
1.36800e-06,9.92e-03,
1.36900e-06,2.48e-03,
1.37000e-06,-7.44e-03,
1.37100e-06,-1.98e-02,
1.37200e-06,-3.97e-02,
1.37300e-06,-5.21e-02,
1.37400e-06,-5.95e-02,
1.37500e-06,-5.95e-02,
1.37600e-06,-5.21e-02,
1.37700e-06,-4.46e-02,
1.37800e-06,-3.97e-02,
1.37900e-06,-4.46e-02,
1.38000e-06,-5.21e-02,
1.38100e-06,-6.44e-02,
1.38200e-06,-8.43e-02,
1.38300e-06,-8.68e-02,
1.38400e-06,-8.92e-02,
1.38500e-06,-8.43e-02,
1.38600e-06,-7.44e-02,
1.38700e-06,-6.20e-02,
1.38800e-06,-5.70e-02,
1.38900e-06,-5.70e-02,
1.39000e-06,-6.20e-02,
1.39100e-06,-6.94e-02,
1.39200e-06,-8.43e-02,
1.39300e-06,-8.68e-02,
1.39400e-06,-8.18e-02,
1.39500e-06,-6.94e-02,
1.39600e-06,-5.46e-02,
1.39700e-06,-3.97e-02,
1.39800e-06,-3.22e-02,
1.39900e-06,-3.72e-02,
1.40000e-06,-3.72e-02,
1.40100e-06,-4.71e-02,
1.40200e-06,-5.21e-02,
1.40300e-06,-5.21e-02,
1.40400e-06,-4.46e-02,
1.40500e-06,-3.47e-02,
1.40600e-06,-1.74e-02,
1.40700e-06,-7.44e-03,
1.40800e-06,-2.48e-03,
1.40900e-06,-2.48e-03,
1.41000e-06,-4.96e-03,
1.41100e-06,-9.92e-03,
1.41200e-06,-1.24e-02,
1.41300e-06,-4.96e-03,
1.41400e-06,7.44e-03,
1.41500e-06,1.74e-02,
1.41600e-06,3.47e-02,
1.41700e-06,3.97e-02,
1.41800e-06,4.71e-02,
1.41900e-06,4.46e-02,
1.42000e-06,4.46e-02,
1.42100e-06,3.97e-02,
1.42200e-06,3.72e-02,
1.42300e-06,4.46e-02,
1.42400e-06,5.46e-02,
1.42500e-06,6.69e-02,
1.42600e-06,7.68e-02,
1.42700e-06,8.43e-02,
1.42800e-06,8.43e-02,
1.42900e-06,7.19e-02,
1.43000e-06,6.69e-02,
1.43100e-06,6.44e-02,
1.43200e-06,6.69e-02,
1.43300e-06,7.19e-02,
1.43400e-06,7.93e-02,
1.43500e-06,8.68e-02,
1.43600e-06,8.92e-02,
1.43700e-06,8.92e-02,
1.43800e-06,8.43e-02,
1.43900e-06,7.44e-02,
1.44000e-06,7.19e-02,
1.44100e-06,6.69e-02,
1.44200e-06,6.94e-02,
1.44300e-06,7.19e-02,
1.44400e-06,7.44e-02,
1.44500e-06,8.18e-02,
1.44600e-06,8.18e-02,
1.44700e-06,7.68e-02,
1.44800e-06,7.19e-02,
1.44900e-06,5.70e-02,
1.45000e-06,5.21e-02,
1.45100e-06,4.46e-02,
1.45200e-06,4.71e-02,
1.45300e-06,5.21e-02,
1.45400e-06,5.95e-02,
1.45500e-06,5.70e-02,
1.45600e-06,5.21e-02,
1.45700e-06,3.97e-02,
1.45800e-06,2.48e-02,
1.45900e-06,4.96e-03,
1.46000e-06,-4.96e-03,
1.46100e-06,-7.44e-03,
1.46200e-06,-4.96e-03,
1.46300e-06,0.00e+00,
1.46400e-06,7.44e-03,
1.46500e-06,2.48e-03,
1.46600e-06,-7.44e-03,
1.46700e-06,-2.73e-02,
1.46800e-06,-5.21e-02,
1.46900e-06,-7.19e-02,
1.47000e-06,-8.18e-02,
1.47100e-06,-8.43e-02,
1.47200e-06,-8.43e-02,
1.47300e-06,-7.19e-02,
1.47400e-06,-6.44e-02,
1.47500e-06,-6.44e-02,
1.47600e-06,-7.68e-02,
1.47700e-06,-9.42e-02,
1.47800e-06,-1.17e-01,
1.47900e-06,-1.34e-01,
1.48000e-06,-1.41e-01,
1.48100e-06,-1.41e-01,
1.48200e-06,-1.31e-01,
1.48300e-06,-1.19e-01,
1.48400e-06,-1.09e-01,
1.48500e-06,-1.09e-01,
1.48600e-06,-1.17e-01,
1.48700e-06,-1.29e-01,
1.48800e-06,-1.51e-01,
1.48900e-06,-1.69e-01,
1.49000e-06,-1.81e-01,
1.49100e-06,-1.79e-01,
1.49200e-06,-1.69e-01,
1.49300e-06,-1.56e-01,
1.49400e-06,-1.44e-01,
1.49500e-06,-1.44e-01,
1.49600e-06,-1.49e-01,
1.49700e-06,-1.64e-01,
1.49800e-06,-1.81e-01,
1.49900e-06,-1.98e-01,
1.50000e-06,-2.01e-01,
1.50100e-06,-1.93e-01,
1.50200e-06,-1.84e-01,
1.50300e-06,-1.66e-01,
1.50400e-06,-1.51e-01,
1.50500e-06,-1.44e-01,
1.50600e-06,-1.46e-01,
1.50700e-06,-1.54e-01,
1.50800e-06,-1.69e-01,
1.50900e-06,-1.81e-01,
1.51000e-06,-1.79e-01,
1.51100e-06,-1.64e-01,
1.51200e-06,-1.44e-01,
1.51300e-06,-1.22e-01,
1.51400e-06,-1.02e-01,
1.51500e-06,-9.67e-02,
1.51600e-06,-9.92e-02,
1.51700e-06,-1.07e-01,
1.51800e-06,-1.12e-01,
1.51900e-06,-1.19e-01,
1.52000e-06,-1.12e-01,
1.52100e-06,-9.67e-02,
1.52200e-06,-8.43e-02,
1.52300e-06,-5.95e-02,
1.52400e-06,-4.46e-02,
1.52500e-06,-3.97e-02,
1.52600e-06,-4.22e-02,
1.52700e-06,-4.71e-02,
1.52800e-06,-5.21e-02,
1.52900e-06,-5.46e-02,
1.53000e-06,-4.22e-02,
1.53100e-06,-2.73e-02,
1.53200e-06,-9.92e-03,
1.53300e-06,9.92e-03,
1.53400e-06,2.23e-02,
1.53500e-06,2.48e-02,
1.53600e-06,2.48e-02,
1.53700e-06,1.98e-02,
1.53800e-06,2.48e-02,
1.53900e-06,2.48e-02,
1.54000e-06,3.97e-02,
1.54100e-06,5.46e-02,
1.54200e-06,7.44e-02,
1.54300e-06,9.17e-02,
1.54400e-06,9.92e-02,
1.54500e-06,9.67e-02,
1.54600e-06,9.17e-02,
1.54700e-06,8.92e-02,
1.54800e-06,8.92e-02,
1.54900e-06,9.67e-02,
1.55000e-06,1.09e-01,
1.55100e-06,1.26e-01,
1.55200e-06,1.36e-01,
1.55300e-06,1.41e-01,
1.55400e-06,1.44e-01,
1.55500e-06,1.36e-01,
1.55600e-06,1.29e-01,
1.55700e-06,1.17e-01,
1.55800e-06,1.19e-01,
1.55900e-06,1.19e-01,
1.56000e-06,1.34e-01,
1.56100e-06,1.44e-01,
1.56200e-06,1.56e-01,
1.56300e-06,1.54e-01,
1.56400e-06,1.46e-01,
1.56500e-06,1.34e-01,
1.56600e-06,1.24e-01,
1.56700e-06,1.12e-01,
1.56800e-06,1.17e-01,
1.56900e-06,1.17e-01,
1.57000e-06,1.29e-01,
1.57100e-06,1.39e-01,
1.57200e-06,1.46e-01,
1.57300e-06,1.44e-01,
1.57400e-06,1.36e-01,
1.57500e-06,1.19e-01,
1.57600e-06,1.02e-01,
